code,rwork_torchref,rfree_torchref,rwork_phenix,rfree_phenix,rwork_refmac,rfree_refmac,d_min,delta_rwork_phenix,delta_rfree_phenix,delta_rwork_refmac,delta_rfree_refmac
5J0A,0.393100,0.421500,0.378900,0.433500,0.362200,0.402000,2.739012,1.420000,-1.200000,3.090000,1.950000
3AQG,0.266200,0.326800,0.223900,0.289300,0.238700,0.300000,2.744165,4.230000,3.750000,2.750000,2.680000
2BTY,0.295600,0.349700,0.261500,0.331000,0.251700,0.318800,2.750067,3.410000,1.870000,4.390000,3.090000
6YFV,0.428300,0.460400,0.405300,0.454300,0.403500,0.455400,2.750181,2.300000,0.610000,2.480000,0.500000
6SXW,0.312500,0.437400,0.278700,0.359200,0.266900,0.385900,2.750638,3.380000,7.820000,4.560000,5.150000
3AV4,0.321500,0.366300,0.293600,0.350600,0.296300,0.350000,2.752139,2.790000,1.570000,2.520000,1.630000
7BW1,0.293100,0.331500,0.273500,0.303600,0.277700,0.306000,2.782573,1.960000,2.790000,1.540000,2.550000
5WJQ,0.551400,0.597900,0.500800,0.596300,0.565900,0.585500,2.793988,5.060000,0.160000,-1.450000,1.240000
4NUF,0.380900,0.431200,0.366800,0.429600,0.370600,0.430000,2.796104,1.410000,0.160000,1.030000,0.120000
2A3V,0.442900,0.471600,0.398600,0.452800,0.408200,0.459300,2.798933,4.430000,1.880000,3.470000,1.230000
3BVQ,0.328300,0.375300,0.292900,0.361200,0.318700,0.357600,2.799061,3.540000,1.410000,0.960000,1.770000
6AGI,0.285700,0.326700,0.240000,0.306100,0.248800,0.305100,2.799413,4.570000,2.060000,3.690000,2.160000
6I1R,0.249100,0.286500,0.241200,0.286700,0.225300,0.272900,2.799924,0.790000,-0.020000,2.380000,1.360000
5I9E,0.319000,0.369700,0.286700,0.361600,0.302300,0.380400,2.800000,3.230000,0.810000,1.670000,-1.070000
3B2D,0.290400,0.354000,0.228500,0.318900,0.269400,0.344700,2.800014,6.190000,3.510000,2.100000,0.930000
1HTN,0.186000,0.202600,0.174300,0.211200,0.181000,0.220000,2.800026,1.170000,-0.860000,0.500000,-1.740000
5XUQ,0.274300,0.356800,0.243900,0.360100,0.284200,0.361000,2.800031,3.040000,-0.330000,-0.990000,-0.420000
1W8A,0.217500,0.280900,0.197300,0.260600,0.208900,0.287400,2.800037,2.020000,2.030000,0.860000,-0.650000
4PDE,0.263400,0.335500,0.214000,0.288900,0.221800,0.280100,2.800053,4.940000,4.660000,4.160000,5.540000
1WD8,0.245300,0.296700,0.223800,0.291700,0.209300,0.272200,2.800085,2.150000,0.500000,3.600000,2.450000
3FBI,0.309500,0.346800,0.324000,0.370100,0.295700,0.343500,2.800135,-1.450000,-2.330000,1.380000,0.330000
2OD8,0.284300,0.339700,0.313500,0.380600,0.278000,0.365900,2.800199,-2.920000,-4.090000,0.630000,-2.620000
1V8Q,0.289600,0.347200,0.208900,0.283000,0.223700,0.284300,2.800227,8.070000,6.420000,6.590000,6.290000
7BV5,0.317600,0.363300,0.297600,0.369500,0.290800,0.353700,2.801004,2.000000,-0.620000,2.680000,0.960000
5JHO,0.263100,0.321100,0.270700,0.329300,0.244000,0.307400,2.801317,-0.760000,-0.820000,1.910000,1.370000
6AF3,0.421900,0.459500,0.417300,0.481800,0.397500,0.466800,2.803475,0.460000,-2.230000,2.440000,-0.730000
4W2R,0.262400,0.314700,0.246500,0.313700,0.239500,0.309700,2.807286,1.590000,0.100000,2.290000,0.500000
2YGB,0.265200,0.300300,0.245300,0.306700,0.344300,0.363500,2.810016,1.990000,-0.640000,-7.910000,-6.320000
1VER,0.237000,0.268800,0.220400,0.263000,0.208200,0.253300,2.820304,1.660000,0.580000,2.880000,1.550000
4LD7,0.283400,0.327200,0.238900,0.313700,0.246500,0.320200,2.829964,4.450000,1.350000,3.690000,0.700000
5AD0,0.401600,0.444900,0.235500,0.360300,0.306100,0.396000,2.838758,16.610000,8.460000,9.550000,4.890000
7EWF,0.340100,0.363900,0.321800,0.379900,0.315500,0.379900,2.850030,1.830000,-1.600000,2.460000,-1.600000
7LF4,0.270900,0.311900,0.257700,0.312600,0.265900,0.329900,2.850077,1.320000,-0.070000,0.500000,-1.800000
3PZ8,0.285200,0.323000,0.277500,0.326400,0.263000,0.320400,2.873268,0.770000,-0.340000,2.220000,0.260000
4OC8,0.413000,0.451100,0.382100,0.439000,0.401600,0.453800,2.883917,3.090000,1.210000,1.140000,-0.270000
1R1K,0.285600,0.328600,0.252500,0.342000,0.240400,0.319500,2.896923,3.310000,-1.340000,4.520000,0.910000
3TIX,0.338300,0.388300,0.324500,0.389700,0.318600,0.394400,2.900002,1.380000,-0.140000,1.970000,-0.610000
5N6H,0.251600,0.280400,0.228400,0.267600,0.228400,0.263600,2.900003,2.320000,1.280000,2.320000,1.680000
3W3T,0.284100,0.347400,0.257500,0.334400,0.273500,0.362200,2.900030,2.660000,1.300000,1.060000,-1.480000
2YJT,0.276200,0.321600,0.190200,0.262800,0.217200,0.276700,2.900150,8.600000,5.880000,5.900000,4.490000
2ZME,0.311600,0.344100,0.300200,0.372700,0.281700,0.360600,2.900152,1.140000,-2.860000,2.990000,-1.650000
1M6E,0.227500,0.243100,0.209700,0.246500,0.214000,0.246500,2.900392,1.780000,-0.340000,1.350000,-0.340000
3SHW,0.258100,0.297700,0.225200,0.306700,0.241100,0.289800,2.901063,3.290000,-0.900000,1.700000,0.790000
7F9M,0.300000,0.340100,0.303700,0.349200,0.269300,0.313600,2.901076,-0.370000,-0.910000,3.070000,2.650000
3MV2,0.258100,0.307100,0.232900,0.303700,0.278300,0.333900,2.904930,2.520000,0.340000,-2.020000,-2.680000
5GJM,0.343500,0.379200,0.195100,0.274000,0.209400,0.273900,2.905603,14.840000,10.520000,13.410000,10.530000
2PK9,0.312300,0.367300,0.301200,0.360300,0.294000,0.355200,2.906443,1.110000,0.700000,1.830000,1.210000
3W0L,0.344300,0.395100,0.287700,0.363200,0.290900,0.365400,2.920262,5.660000,3.190000,5.340000,2.970000
5IY4,0.340200,0.373400,0.332800,0.390300,0.270400,0.323900,2.945057,0.740000,-1.690000,6.980000,4.950000
6T80,0.291900,0.360800,0.262100,0.344200,0.257900,0.326200,2.990346,2.980000,1.660000,3.400000,3.460000
2XD0,0.422600,0.449500,0.380700,0.461600,0.386800,0.443100,2.999488,4.190000,-1.210000,3.580000,0.640000
6A93,0.482400,0.495200,0.449900,0.483900,0.488800,0.479000,3.000016,3.250000,1.130000,-0.640000,1.620000
4CKT,0.390900,0.351800,0.272200,0.320000,0.335000,0.308500,3.000176,11.870000,3.180000,5.590000,4.330000
