code,engine,r_work,r_free
5B5I,phenix,0.4709,0.5162
5B5I,torchref,0.4837,0.5481
5B5Q,prediction,0.3719,0.3854
5B5Q,refmac,0.2612,0.2986
5B5Q,phenix,0.2601,0.2976
5B5Q,torchref,0.2493,0.3035
5BOV,prediction,0.3347,0.3282
5BOV,refmac,0.2506,0.2688
5BOV,phenix,0.2516,0.2686
5BV6,prediction,0.492,0.4751
5BV6,refmac,0.4446,0.4905
5BV6,phenix,0.399,0.4513
5BV6,torchref,0.3791,0.4308
5C5V,prediction,0.467,0.4528
5C5V,refmac,0.363,0.3867
5C5V,phenix,0.381,0.3985
5C5V,torchref,0.3628,0.3982
5C7F,prediction,0.4067,0.4057
5C7F,refmac,0.2931,0.3476
5C7F,phenix,0.3104,0.3699
5C7F,torchref,0.3061,0.3625
5C8H,prediction,0.4619,0.4572
5C8H,refmac,0.3112,0.3599
5C8H,phenix,0.3226,0.3621
5C8H,torchref,0.2867,0.3427
5CVR,prediction,0.4377,0.3991
5CVR,refmac,0.258,0.321
5CVR,phenix,0.2621,0.328
5CVR,torchref,0.2551,0.3106
5CX2,prediction,0.5311,0.5547
5CX2,refmac,0.4918,0.5317
5CX2,torchref,0.4763,0.5678
5D5H,prediction,0.3903,0.3861
5D5H,refmac,0.2229,0.2801
5D5H,phenix,0.2266,0.274
5D5H,torchref,0.222,0.2816
5DAY,prediction,0.4781,0.4812
5DAY,refmac,0.3252,0.3964
5DAY,phenix,0.3421,0.421
5DAY,torchref,0.312,0.4
5DBE,prediction,0.3618,0.3341
5DBE,refmac,0.2292,0.2889
5DBE,phenix,0.2411,0.2605
5DBE,torchref,0.2633,0.3165
5DRM,prediction,0.3895,0.3706
5DRM,refmac,0.2511,0.2814
5DRM,phenix,0.2609,0.2907
5DRM,torchref,0.2366,0.278
5E15,prediction,0.4211,0.4123
5E15,refmac,0.2714,0.3325
5E15,phenix,0.2888,0.3336
5E15,torchref,0.253,0.3251
5EBB,prediction,0.3956,0.4096
5EBB,refmac,0.3018,0.3603
5EBB,phenix,0.3049,0.3634
5EBB,torchref,0.2942,0.3628
5EG2,prediction,0.3786,0.3777
5EG2,refmac,0.2553,0.262
5EG2,phenix,0.2643,0.2685
5EG2,torchref,0.2474,0.2629
5EGE,prediction,0.3254,0.3239
5EGE,refmac,0.2505,0.2838
5EGE,phenix,0.2486,0.286
5EGE,torchref,0.2411,0.2916
5ETA,prediction,0.4419,0.4228
5ETA,refmac,0.2963,0.3575
5ETA,phenix,0.288,0.3311
5ETA,torchref,0.2594,0.3176
5G09,prediction,0.402,0.3891
5G09,refmac,0.2435,0.278
5G09,phenix,0.2501,0.2847
5G09,torchref,0.234,0.2825
5G23,prediction,0.4439,0.4422
5G23,refmac,0.2589,0.2812
5G23,phenix,0.2706,0.2945
5G23,torchref,0.2509,0.2928
5G4I,prediction,0.4425,0.4333
5G4I,refmac,0.253,0.2669
5G4I,phenix,0.2644,0.2727
5G4I,torchref,0.2444,0.2635
5GHR,prediction,0.4489,0.4265
5GHR,refmac,0.2879,0.3516
5GHR,phenix,0.3028,0.3546
5GHR,torchref,0.2913,0.3513
5GJM,prediction,0.3727,0.4033
5GJM,refmac,0.211,0.2786
5GJM,phenix,0.2054,0.2871
5GJM,torchref,0.286,0.3458
5GKV,prediction,0.3851,0.3989
5GKV,refmac,0.2362,0.2746
5GKV,phenix,0.2383,0.2676
5GKV,torchref,0.2216,0.2816
5GOX,prediction,0.552,0.5469
5GOX,refmac,0.5699,0.6178
5GOX,phenix,0.486,0.5531
5GOX,torchref,0.4886,0.581
5GZI,prediction,0.3995,0.4239
5GZI,refmac,0.2566,0.3035
5GZI,phenix,0.2566,0.3024
5GZI,torchref,0.2504,0.3105
5H5Y,prediction,0.4668,0.4808
5H5Y,refmac,0.325,0.3708
5H5Y,phenix,0.3152,0.3543
5H5Y,torchref,0.2905,0.3483
5HRJ,prediction,0.4484,0.4619
5HRJ,refmac,0.3093,0.342
5HRJ,phenix,0.3048,0.3525
5HRJ,torchref,0.289,0.3377
5I2H,prediction,0.439,0.4282
5I2H,refmac,0.294,0.314
5I2H,phenix,0.2908,0.2981
5I2H,torchref,0.281,0.3005
5I47,prediction,0.427,0.4402
5I47,refmac,0.3237,0.3816
5I47,phenix,0.3022,0.3641
5I47,torchref,0.3068,0.3755
5I9E,prediction,0.4449,0.4543
5I9E,refmac,0.3264,0.4126
5I9E,phenix,0.3315,0.3966
5I9E,torchref,0.3547,0.408
5IAW,prediction,0.4514,0.4318
5IAW,refmac,0.3205,0.3804
5IAW,phenix,0.285,0.3647
5IAW,torchref,0.2805,0.3625
5IQM,prediction,0.4534,0.4768
5IQM,refmac,0.3093,0.3347
5IQM,phenix,0.3127,0.3419
5IQM,torchref,0.2986,0.3301
5IY4,prediction,0.405,0.4029
5IY4,refmac,0.2688,0.3305
5IY4,phenix,0.3336,0.4048
5IY4,torchref,0.3351,0.373
5IYX,prediction,0.4047,0.4269
5IYX,refmac,0.2377,0.2909
5IYX,phenix,0.2611,0.318
5IYX,torchref,0.2423,0.3085
5J0A,prediction,0.4425,0.4116
5J0A,refmac,0.3617,0.3956
5J0A,phenix,0.3877,0.4303
5J0A,torchref,0.373,0.4052
5J4A,prediction,0.4238,0.4458
5J4A,refmac,0.2547,0.3194
5J4A,phenix,0.2615,0.3107
5J4A,torchref,0.2488,0.318
5J9K,prediction,0.4397,0.3921
5J9K,refmac,0.3119,0.3757
5J9K,phenix,0.3293,0.3847
5J9K,torchref,0.321,0.3738
5JD9,prediction,0.4549,0.458
5JD9,refmac,0.2709,0.3073
5JD9,phenix,0.2754,0.3072
5JD9,torchref,0.2547,0.3008
5JHO,prediction,0.386,0.4047
5JHO,refmac,0.2378,0.3053
5JHO,phenix,0.2762,0.3306
5JHO,torchref,0.2468,0.309
5JI5,prediction,0.3642,0.3711
5JI5,refmac,0.2465,0.3124
5JI5,phenix,0.2442,0.3118
5JI5,torchref,0.2395,0.3169
5JTA,prediction,0.3563,0.3657
5JTA,refmac,0.2083,0.2476
5JTA,phenix,0.2204,0.2489
5JTA,torchref,0.2164,0.2739
5K2X,prediction,0.4801,0.471
5K2X,refmac,0.3813,0.3948
5K2X,phenix,0.383,0.3916
5K2X,torchref,0.3586,0.3929
5K6S,prediction,0.4549,0.4313
5K6S,refmac,0.2892,0.3322
5K6S,phenix,0.3208,0.3455
5K6S,torchref,0.2565,0.2975
5KSU,prediction,0.4198,0.4251
5KSU,refmac,0.2651,0.3466
5KSU,torchref,0.2644,0.3551
5LTD,prediction,0.4072,0.3837
5LTD,refmac,0.2639,0.3093
5LTD,phenix,0.2683,0.3237
5LTD,torchref,0.2541,0.3204
5LU2,prediction,0.3735,0.3863
5LU2,refmac,0.2538,0.3326
5LU2,phenix,0.2887,0.344
5LU2,torchref,0.2605,0.3347
5LW0,prediction,0.3639,0.3699
5LW0,refmac,0.2502,0.275
5LW0,phenix,0.2586,0.2749
5LW0,torchref,0.2403,0.2803
5ME9,prediction,0.4195,0.4241
5ME9,refmac,0.2664,0.3477
5ME9,phenix,0.2759,0.3568
5ME9,torchref,0.2636,0.346
5MLK,prediction,0.4201,0.4097
5MLK,refmac,0.2503,0.2757
5MLK,phenix,0.2707,0.2962
5MLK,torchref,0.2422,0.2827
5MLZ,prediction,0.4604,0.469
5MLZ,refmac,0.3145,0.3479
5MLZ,phenix,0.3203,0.3447
5MLZ,torchref,0.2811,0.3191
5MXY,prediction,0.4112,0.416
5MXY,refmac,0.357,0.3793
5MXY,phenix,0.347,0.3747
5MXY,torchref,0.327,0.3697
5N6H,prediction,0.3355,0.318
5N6H,refmac,0.2252,0.2618
5N6H,phenix,0.2458,0.2709
5N6H,torchref,0.2303,0.2733
5N8R,prediction,0.5003,0.4816
5N8R,refmac,0.3614,0.4102
5N8R,phenix,0.3318,0.381
5N8R,torchref,0.3,0.3505
5NTB,prediction,0.3581,0.3543
5NTB,refmac,0.2309,0.2398
5NTB,phenix,0.2358,0.2451
5NTB,torchref,0.2213,0.2454
5O51,prediction,0.4625,0.4766
5O51,refmac,0.296,0.3676
5O51,torchref,0.2691,0.3359
5O6B,prediction,0.5233,0.518
5O6B,refmac,0.4455,0.4752
5O6B,phenix,0.4233,0.4666
5O6B,torchref,0.4646,0.5133
5OF1,prediction,0.3978,0.3887
5OF1,refmac,0.303,0.3296
5OF1,phenix,0.339,0.3675
5OF1,torchref,0.2935,0.3459
5OF9,prediction,0.427,0.4253
5OF9,refmac,0.2851,0.3172
5OF9,phenix,0.2948,0.3213
5OF9,torchref,0.2772,0.3169
5OMB,prediction,0.4889,0.4844
5OMB,refmac,0.3975,0.4472
5OMB,phenix,0.4011,0.4332
5OMB,torchref,0.3917,0.4455
5OU8,prediction,0.5011,0.5363
5OU8,refmac,0.3727,0.4359
5OU8,phenix,0.3914,0.448
5OU8,torchref,0.3324,0.3907
5Q1D,prediction,0.478,0.4947
5Q1D,refmac,0.3772,0.4326
5Q1D,phenix,0.3977,0.4459
5Q1D,torchref,0.3768,0.4278
5Q1H,prediction,0.463,0.4966
5Q1H,refmac,0.3637,0.4353
5Q1H,phenix,0.3509,0.4167
5Q1H,torchref,0.3176,0.3908
5SVE,prediction,0.3995,0.4072
5SVE,refmac,0.2799,0.3372
5SVE,phenix,0.3003,0.3582
5SVE,torchref,0.2765,0.3647
5T0K,prediction,0.4316,0.4441
5T0K,refmac,0.3206,0.3699
5T0K,phenix,0.3361,0.3845
5T0K,torchref,0.3165,0.3703
5T0M,prediction,0.3979,0.418
5T0M,refmac,0.2977,0.363
5T0M,phenix,0.314,0.377
5T0M,torchref,0.2928,0.3578
5T1G,prediction,0.4249,0.4492
5T1G,refmac,0.3128,0.38
5T1G,phenix,0.3219,0.3522
5T1G,torchref,0.2895,0.3309
5T6J,prediction,0.4304,0.4707
5T6J,refmac,0.3093,0.3864
5T6J,torchref,0.302,0.3897
5TDY,prediction,0.5026,0.5318
5TDY,refmac,0.4453,0.4908
5TDY,phenix,0.4498,0.533
5TDY,torchref,0.4145,0.5088
5TJA,prediction,0.3817,0.4293
5TJA,refmac,0.2938,0.3772
5TJA,phenix,0.286,0.3732
5TJA,torchref,0.278,0.3792
5TLD,prediction,0.3845,0.3928
5TLD,refmac,0.2665,0.3382
5TLD,phenix,0.2534,0.32
5TLD,torchref,0.2291,0.3164
5TM9,prediction,0.3825,0.3843
5TM9,refmac,0.2477,0.3086
5TM9,phenix,0.2704,0.3536
5TM9,torchref,0.2477,0.339
5TTA,prediction,0.3834,0.3792
5TTA,refmac,0.2893,0.3287
5TTA,phenix,0.2988,0.3342
5TTA,torchref,0.2739,0.3296
5TV7,prediction,0.3475,0.3528
5TV7,refmac,0.2461,0.2915
5TV7,phenix,0.2637,0.301
5TV7,torchref,0.2443,0.3044
5U6K,prediction,0.4338,0.4415
5U6K,refmac,0.3297,0.3807
5U6K,phenix,0.3087,0.3558
5U6K,torchref,0.2795,0.3343
5UQP,prediction,0.528,0.5188
5UQP,refmac,0.4576,0.4745
5UQP,phenix,0.4575,0.4959
5UQP,torchref,0.4532,0.4804
5UV4,prediction,0.3826,0.4048
5UV4,refmac,0.2284,0.2822
5UV4,phenix,0.2559,0.324
5UV4,torchref,0.2371,0.3132
5UX5,prediction,0.4081,0.4024
5UX5,refmac,0.2439,0.2993
5UX5,phenix,0.2454,0.2964
5UXG,prediction,0.3949,0.4204
5UXG,refmac,0.2534,0.2972
5UXG,phenix,0.2536,0.2981
5UXG,torchref,0.2391,0.2884
5UZU,prediction,0.3947,0.414
5UZU,refmac,0.2599,0.3284
5UZU,phenix,0.262,0.3318
5UZU,torchref,0.2522,0.3318
5V8W,prediction,0.4747,0.4895
5V8W,refmac,0.3325,0.3984
5V8W,phenix,0.3223,0.3718
5V8W,torchref,0.3019,0.3609
5VIA,prediction,0.3953,0.3753
5VIA,refmac,0.3219,0.3328
5VIA,phenix,0.3258,0.3249
5VIA,torchref,0.3111,0.3294
5VLB,prediction,0.4137,0.4167
5VLB,refmac,0.2356,0.2919
5VLB,phenix,0.2452,0.2977
5VLB,torchref,0.2305,0.2984
5VQG,prediction,0.446,0.4434
5VQG,refmac,0.3886,0.4494
5VQG,phenix,0.3257,0.3837
5VQG,torchref,0.4179,0.4229
5WB4,prediction,0.3791,0.3854
5WB4,refmac,0.2939,0.3404
5WB4,phenix,0.295,0.349
5WB4,torchref,0.2864,0.3499
5WJQ,prediction,0.5924,0.6099
5WJQ,refmac,0.5807,0.6375
5WJQ,phenix,0.5262,0.6447
5WJQ,torchref,0.5614,0.6496
5WRR,prediction,0.4336,0.4295
5WRR,refmac,0.2924,0.3333
5WRR,phenix,0.3338,0.3747
5WRR,torchref,0.2987,0.3472
5WWW,prediction,0.4517,0.3596
5WWW,refmac,0.3732,0.3011
5WWW,phenix,0.3732,0.3034
5WWW,torchref,0.3479,0.3132
5X6S,prediction,0.3597,0.3652
5X6S,refmac,0.2232,0.258
5X6S,phenix,0.2244,0.2542
5X6S,torchref,0.2173,0.2612
5XB7,prediction,0.3978,0.3971
5XB7,refmac,0.2343,0.2653
5XB7,phenix,0.2398,0.269
5XB7,torchref,0.228,0.2701
5XG9,prediction,0.3923,0.3919
5XG9,refmac,0.2896,0.3191
5XG9,phenix,0.2905,0.3096
5XG9,torchref,0.2772,0.3174
5XHW,prediction,0.3834,0.3602
5XHW,refmac,0.2846,0.306
5XHW,phenix,0.2901,0.3126
5XHW,torchref,0.2752,0.3131
5XMZ,prediction,0.4135,0.4133
5XMZ,refmac,0.2984,0.3456
5XMZ,phenix,0.2897,0.341
5XMZ,torchref,0.2707,0.3291
5XRW,prediction,0.4856,0.4896
5XRW,refmac,0.3734,0.4406
5XRW,phenix,0.3065,0.3783
5XRW,torchref,0.306,0.4073
5XUK,prediction,0.4767,0.48
5XUK,refmac,0.3799,0.4917
5XUK,phenix,0.3734,0.4396
5XUK,torchref,0.3644,0.444
5XUQ,prediction,0.3752,0.3903
5XUQ,refmac,0.2891,0.3553
5XUQ,phenix,0.2488,0.3487
5XUQ,torchref,0.2293,0.3321
5XVW,prediction,0.3935,0.3834
5XVW,refmac,0.2651,0.3032
5XVW,phenix,0.266,0.2966
5XVW,torchref,0.2495,0.2946
5Y9I,prediction,0.4317,0.4158
5Y9I,refmac,0.2978,0.3323
5Y9I,phenix,0.2937,0.3262
5Y9I,torchref,0.2796,0.3325
5YAY,prediction,0.4191,0.4058
5YAY,refmac,0.298,0.3264
5YAY,phenix,0.3039,0.3211
5YAY,torchref,0.2858,0.3315
5Z6D,prediction,0.3699,0.3837
5Z6D,refmac,0.2581,0.3008
5Z6D,phenix,0.2605,0.2974
5Z6D,torchref,0.2417,0.2937
5Z6V,prediction,0.4556,0.4477
5Z6V,refmac,0.2707,0.3209
5Z6V,phenix,0.2599,0.3187
5Z6V,torchref,0.2545,0.3211
5Z8L,prediction,0.3994,0.4225
5Z8L,refmac,0.2917,0.3567
5Z8L,phenix,0.389,0.4581
5Z8L,torchref,0.2652,0.3483
5ZOO,prediction,0.3676,0.3528
5ZOO,refmac,0.2482,0.267
5ZOO,phenix,0.2444,0.2552
5ZOO,torchref,0.2368,0.2631
6A0E,prediction,0.3811,0.4043
6A0E,refmac,0.2397,0.3057
6A0E,phenix,0.2515,0.3142
6A0E,torchref,0.2338,0.3135
6A93,prediction,0.5094,0.5051
6A93,refmac,0.4889,0.4734
6A93,phenix,0.4568,0.4907
6A93,torchref,0.5019,0.5039
6AF3,prediction,0.5096,0.4756
6AF3,refmac,0.4038,0.4803
6AF3,phenix,0.4366,0.5086
6AF3,torchref,0.4112,0.5009
6AGI,prediction,0.3956,0.4118
6AGI,refmac,0.2511,0.3102
6AGI,phenix,0.2468,0.3225
6AGI,torchref,0.2676,0.3174
6AL9,prediction,0.3903,0.401
6AL9,refmac,0.2398,0.2754
6AL9,torchref,0.237,0.3075
6B8Q,prediction,0.5116,0.5091
6B8Q,refmac,0.406,0.4715
6B8Q,phenix,0.4194,0.4759
6B8Q,torchref,0.4015,0.4492
6CGO,prediction,0.506,0.5128
6CGO,refmac,0.3905,0.4287
6CGO,phenix,0.3718,0.4113
6CGO,torchref,0.3697,0.4155
6COK,prediction,0.3478,0.3554
6COK,refmac,0.2396,0.2866
6COK,phenix,0.2443,0.2875
6COK,torchref,0.2294,0.2903
6CQL,prediction,0.456,0.4379
6CQL,refmac,0.3705,0.4133
6CQL,phenix,0.3686,0.4081
6CQL,torchref,0.3632,0.4061
6CW5,prediction,0.4622,0.492
6CW5,refmac,0.3191,0.3544
6CW5,phenix,0.3293,0.3664
6CW5,torchref,0.2959,0.3469
6D2V,prediction,0.4125,0.4041
6D2V,refmac,0.2611,0.2793
6D2V,phenix,0.2705,0.2948
6D2V,torchref,0.256,0.2928
6D97,prediction,0.3039,0.3032
6D97,refmac,0.1977,0.2508
6D97,phenix,0.2081,0.2525
6D97,torchref,0.1995,0.2617
6DDT,prediction,0.4098,0.4072
6DDT,refmac,0.2502,0.3101
6DDT,phenix,0.2492,0.315
6DDT,torchref,0.2371,0.3128
6DF3,prediction,0.4057,0.4453
6DF3,refmac,0.2504,0.306
6DF3,phenix,0.2644,0.3162
6DF3,torchref,0.2351,0.3083
6E0M,prediction,0.5032,0.4884
6E0M,refmac,0.3012,0.3322
6E0M,phenix,0.3048,0.3236
6E0M,torchref,0.2805,0.3104
6EC7,prediction,0.4984,0.4917
6EC7,refmac,0.3547,0.3953
6EC7,phenix,0.317,0.3571
6EC7,torchref,0.2817,0.3397
6EUS,prediction,0.3533,0.3512
6EUS,refmac,0.2687,0.3148
6EUS,phenix,0.2753,0.3112
6EUS,torchref,0.2672,0.316
6EWJ,prediction,0.3303,0.337
6EWJ,refmac,0.2661,0.3157
6EWJ,phenix,0.2687,0.3148
6EWJ,torchref,0.2588,0.323
6EYS,prediction,0.3365,0.345
6EYS,refmac,0.2574,0.3161
6EYS,phenix,0.2651,0.31
6EYS,torchref,0.2542,0.3166
6F1S,prediction,0.3528,0.293
6F1S,refmac,0.2617,0.2813
6F1S,phenix,0.2571,0.3043
6F1S,torchref,0.2511,0.2964
6FJU,prediction,0.4605,0.4612
6FJU,refmac,0.3599,0.3758
6FJU,phenix,0.3599,0.3771
6FJU,torchref,0.341,0.366
6FOK,prediction,0.412,0.4032
6FOK,refmac,0.2621,0.2895
6FOK,phenix,0.2838,0.2987
6FOK,torchref,0.262,0.2869
6FX6,prediction,0.4531,0.4641
6FX6,refmac,0.3014,0.3765
6FX6,phenix,0.3043,0.4005
6FX6,torchref,0.2843,0.3647
6G9X,prediction,0.4827,0.5265
6G9X,refmac,0.3437,0.4522
6G9X,torchref,0.3121,0.4201
6GBS,prediction,0.4571,0.4509
6GBS,refmac,0.3712,0.4246
6GBS,phenix,0.3813,0.4218
6GP7,prediction,0.4532,0.4057
6GP7,refmac,0.3229,0.3604
6GP7,phenix,0.3225,0.3291
6GP7,torchref,0.305,0.3283
6GXS,prediction,0.4375,0.438
6GXS,refmac,0.2685,0.2991
6GXS,phenix,0.262,0.2892
6GXS,torchref,0.2517,0.2906
6HFG,prediction,0.4121,0.3416
6HFG,refmac,0.2608,0.2745
6HFG,phenix,0.2852,0.3064
6HFG,torchref,0.2775,0.2989
6HR7,prediction,0.3773,0.3683
6HR7,refmac,0.2121,0.2719
6HR7,torchref,0.2248,0.2956
6I1R,prediction,0.3726,0.3572
6I1R,refmac,0.2228,0.2767
6I1R,phenix,0.2518,0.2754
6I1R,torchref,0.2235,0.2803
6I50,prediction,0.3374,0.3167
6I50,refmac,0.2286,0.2432
6I50,phenix,0.2358,0.2507
6I50,torchref,0.2215,0.2445
6IIW,prediction,0.5186,0.4776
6IIW,refmac,0.428,0.4222
6IIW,phenix,0.4329,0.4077
6IIW,torchref,0.3955,0.4597
6ILR,prediction,0.3899,0.3964
6ILR,refmac,0.2519,0.2935
6ILR,torchref,0.2515,0.2993
6IQJ,prediction,0.4106,0.4016
6IQJ,refmac,0.2735,0.3562
6IQJ,phenix,0.2656,0.3485
6IQJ,torchref,0.2605,0.3501
6IR8,prediction,0.5105,0.5161
6IR8,refmac,0.4485,0.471
6IR8,phenix,0.4323,0.4696
6IR8,torchref,0.4495,0.4587
6J17,prediction,0.4472,0.417
6J17,refmac,0.2892,0.2932
6J17,phenix,0.3033,0.3124
6J17,torchref,0.286,0.3232
6J72,prediction,0.449,0.4545
6J72,refmac,0.3377,0.3858
6J72,phenix,0.3364,0.3796
6J72,torchref,0.3281,0.3855
6J7Y,prediction,0.4026,0.3888
6J7Y,refmac,0.2419,0.2784
6J7Y,phenix,0.2577,0.2929
6J7Y,torchref,0.2354,0.2771
6JC4,prediction,0.4207,0.4428
6JC4,refmac,0.2526,0.2984
6JC4,phenix,0.2501,0.2965
6JC4,torchref,0.2411,0.3093
6JJW,prediction,0.557,0.5398
6JJW,refmac,0.5293,0.5176
6JJW,phenix,0.5102,0.5239
6JJW,torchref,0.5345,0.5052
6JZA,prediction,0.4234,0.431
6JZA,refmac,0.2739,0.3368
6JZA,phenix,0.2912,0.3531
6JZA,torchref,0.3892,0.4517
6K6R,prediction,0.4261,0.4
6K6R,refmac,0.2681,0.2979
6K6R,phenix,0.268,0.2991
6K6R,torchref,0.2542,0.2843
6L8E,prediction,0.5016,0.502
6L8E,refmac,0.4492,0.4802
6L8E,phenix,0.4602,0.5053
6L8E,torchref,0.4551,0.4925
6L9F,prediction,0.4543,0.4627
6L9F,refmac,0.3192,0.3782
6L9F,phenix,0.3156,0.384
6L9F,torchref,0.3096,0.3768
6LKG,prediction,0.3663,0.3606
6LKG,refmac,0.2516,0.3
6LKG,phenix,0.2604,0.305
6LKG,torchref,0.2469,0.3053
6M20,prediction,0.5103,0.5136
6M20,refmac,0.41,0.4602
6M20,phenix,0.4184,0.4743
6M20,torchref,0.411,0.4892
6N5U,prediction,0.3291,0.3301
6N5U,refmac,0.2377,0.3191
6N5U,phenix,0.23,0.3146
6N5U,torchref,0.2272,0.3119
6O6N,prediction,0.4351,0.4053
6O6N,refmac,0.269,0.294
6O6N,phenix,0.2762,0.3075
6O6N,torchref,0.256,0.2952
6OAE,prediction,0.4873,0.4674
6OAE,refmac,0.2824,0.3241
6OAE,torchref,0.2685,0.3319
6OHI,prediction,0.4966,0.5536
6OHI,refmac,0.4324,0.5286
6OHI,phenix,0.4478,0.5306
6OHI,torchref,0.441,0.5189
6PEU,prediction,0.4357,0.4287
6PEU,refmac,0.2957,0.3386
6PEU,phenix,0.2973,0.3351
6PEU,torchref,0.3005,0.3469
6PJQ,prediction,0.4164,0.4398
6PJQ,refmac,0.2923,0.3849
6PJQ,phenix,0.2974,0.3941
6PJQ,torchref,0.2852,0.3939
6PNP,prediction,0.4186,0.4124
6PNP,refmac,0.2803,0.3095
6PNP,phenix,0.3054,0.3347
6PNP,torchref,0.257,0.3042
6PUP,prediction,0.4217,0.4706
6PUP,refmac,0.3135,0.3676
6PUP,phenix,0.3161,0.4035
6PUP,torchref,0.2962,0.3567
6R0L,prediction,0.4089,0.4205
6R0L,refmac,0.2797,0.4257
6R0L,phenix,0.2361,0.4008
6R0L,torchref,0.3799,0.4332
6R6T,prediction,0.3754,0.3698
6R6T,refmac,0.227,0.2959
6R6T,phenix,0.2375,0.2964
6R6T,torchref,0.2283,0.3013
6RFT,prediction,0.3495,0.3505
6RFT,refmac,0.273,0.3227
6RFT,phenix,0.2749,0.3316
6RFT,torchref,0.2721,0.3362
6RPT,prediction,0.4525,0.4465
6RPT,refmac,0.3496,0.3981
6RPT,phenix,0.365,0.4128
6RPT,torchref,0.3509,0.4155
6RR0,prediction,0.673,0.6798
6RR0,refmac,0.652,0.6712
6RR0,phenix,0.619,0.6526
6RR0,torchref,0.6195,0.6563
6RSN,prediction,0.4183,0.4322
6RSN,refmac,0.2807,0.2864
6RSN,phenix,0.2815,0.3055
6RSN,torchref,0.2484,0.3011
6S2P,prediction,0.435,0.4292
6S2P,refmac,0.3511,0.4106
6S2P,phenix,0.337,0.4082
6S2P,torchref,0.3118,0.3896
6SRB,prediction,0.4681,0.4689
6SRB,refmac,0.3926,0.4219
6SRB,phenix,0.3886,0.4116
6SRB,torchref,0.3679,0.4098
6SXW,prediction,0.4366,0.4355
6SXW,refmac,0.2684,0.3763
6SXW,phenix,0.3022,0.428
6SXW,torchref,0.4103,0.412
6T80,prediction,0.3722,0.3782
6T80,refmac,0.2588,0.3414
6T80,phenix,0.2783,0.3718
6T80,torchref,0.276,0.3627
6TCT,prediction,0.4603,0.4642
6TCT,refmac,0.3252,0.3723
6TCT,phenix,0.3336,0.3741
6TCT,torchref,0.3086,0.3676
6TT5,prediction,0.4043,0.406
6TT5,refmac,0.2717,0.2981
6TT5,phenix,0.2813,0.304
6TT5,torchref,0.255,0.2968
6TWJ,prediction,0.403,0.3986
6TWJ,refmac,0.2555,0.2905
6TWJ,phenix,0.2621,0.2946
6TWJ,torchref,0.2487,0.297
6U2D,prediction,0.4511,0.428
6U2D,refmac,0.3244,0.3448
6U2D,phenix,0.3194,0.3181
6U2D,torchref,0.2962,0.3232
6U75,prediction,0.3908,0.3862
6U75,refmac,0.2447,0.2939
6U75,phenix,0.2532,0.2958
6U75,torchref,0.2514,0.3016
6UB7,prediction,0.4083,0.3845
6UB7,refmac,0.2483,0.2525
6UB7,phenix,0.2621,0.2606
6UB7,torchref,0.2386,0.2614
6V7M,prediction,0.5011,0.4822
6V7M,refmac,0.4051,0.4543
6V7M,phenix,0.4009,0.4539
6V7M,torchref,0.3996,0.4538
6VD8,prediction,0.4384,0.3972
6VD8,refmac,0.4042,0.4183
6VD8,phenix,0.2913,0.3375
6VD8,torchref,0.2841,0.3602
6VHI,prediction,0.3307,0.3441
6VHI,refmac,0.2019,0.2563
6VHI,phenix,0.227,0.275
6VHI,torchref,0.2084,0.2443
6VPT,prediction,0.3925,0.3763
6VPT,refmac,0.2511,0.3307
6VPT,phenix,0.2485,0.3199
6VPT,torchref,0.2518,0.3099
6VS7,prediction,0.5385,0.5485
6VS7,refmac,0.5009,0.5418
6VS7,phenix,0.4527,0.5031
6VS7,torchref,0.4759,0.5271
6W9K,prediction,0.4299,0.4068
6W9K,refmac,0.2615,0.2781
6W9K,phenix,0.2765,0.2791
6W9K,torchref,0.2397,0.2539
6WT6,prediction,0.4754,0.489
6WT6,refmac,0.3074,0.3611
6WT6,phenix,0.3001,0.3333
6WT6,torchref,0.3433,0.37
6XZ6,prediction,0.381,0.367
6XZ6,refmac,0.248,0.3056
6XZ6,phenix,0.2507,0.3029
6XZ6,torchref,0.2492,0.2944
6YFV,prediction,0.5397,0.554
6YFV,refmac,0.4079,0.4531
6YFV,phenix,0.4182,0.4536
6YFV,torchref,0.3963,0.4472
6Z1S,prediction,0.4264,0.434
6Z1S,refmac,0.2927,0.3361
6Z1S,phenix,0.2819,0.3271
6Z1S,torchref,0.2593,0.321
6Z3U,prediction,0.5243,0.5396
6Z3U,refmac,0.5053,0.5276
6Z3U,phenix,0.4518,0.4919
6Z3U,torchref,0.5011,0.5239
6ZH1,prediction,0.4983,0.5226
6ZH1,refmac,0.3379,0.4131
6ZH1,phenix,0.3395,0.4111
6ZH1,torchref,0.3189,0.3917
6ZUW,prediction,0.4641,0.4679
6ZUW,refmac,0.3762,0.3914
6ZUW,phenix,0.3777,0.4094
6ZUW,torchref,0.3501,0.3898
7AUI,prediction,0.4082,0.4212
7AUI,refmac,0.2723,0.312
7AUI,phenix,0.2964,0.3141
7AUI,torchref,0.2725,0.3319
7BV5,prediction,0.4418,0.4572
7BV5,refmac,0.2986,0.356
7BV5,phenix,0.306,0.3776
7BV5,torchref,0.3024,0.365
7BW1,prediction,0.3552,0.3435
7BW1,refmac,0.2838,0.3121
7BW1,phenix,0.2902,0.3381
7BW1,torchref,0.2821,0.3128
